问 句	标 准 答 案	学 生 答 案	得分
简 述 广 播 分 组 的 定 义 。	广 播 分 组 的 定 义 如 下 ： 一 类 分 组 类 型 。 它 的 目 的 地 址 代 表 了 网 络 上 的 所 有 计 算 机 。	目 的 地 址 表 示 网 络 上 的 全 部 计 算 机 的 一 类 分 组 类 型 。	10.0
简 述 载 波 侦 听 多 路 接 入 / 碰 撞 避 免 的 定 义 。	载 波 侦 听 多 路 接 入 / 碰 撞 避 免 的 定 义 如 下 ： 一 个 基 于 竞 争 的 信 道 接 入 ， 其 中 的 计 算 机 通 过 广 播 它 们 的 发 送 数 据 意 图 来 避 免 碰 撞 。	定 义 如 下 ： 一 个 基 于 竞 争 的 信 道 接 入 ， 其 中 的 计 算 机 通 过 广 播 它 们 的 发 送 数 据 意 图 来 避 免 碰 撞 。	10.0
简 述 载 波 侦 听 多 路 接 入 / 碰 撞 避 免 的 定 义 。	载 波 侦 听 多 路 接 入 / 碰 撞 避 免 的 定 义 如 下 ： 一 个 基 于 竞 争 的 信 道 接 入 ， 其 中 的 计 算 机 通 过 广 播 它 们 的 发 送 数 据 意 图 来 避 免 碰 撞 。	一 个 基 于 竞 争 的 信 道 接 入 ， 其 中 的 计 算 机 通 过 在 发 送 数 据 之 前 侦 听 网 络 来 避 免 碰 撞 。	5.0
简 述 载 波 侦 听 多 路 接 入 / 碰 撞 检 测 的 定 义 。	载 波 侦 听 多 路 接 入 / 碰 撞 检 测 的 定 义 如 下 ： 一 个 基 于 竞 争 的 信 道 接 入 ， 其 中 的 计 算 机 通 过 在 发 送 数 据 之 前 侦 听 网 络 来 避 免 碰 撞 。 如 果 计 算 机 检 测 到 网 络 上 有 数 据 ， 那 么 它 会 等 待 ， 稍 后 再 试 图 发 送 它 的 数 据 。	定 义 如 下 ： 一 个 基 于 竞 争 的 信 道 接 入 ， 其 中 的 计 算 机 通 过 在 发 送 数 据 之 前 侦 听 网 络 来 避 免 碰 撞 。 如 果 计 算 机 检 测 到 网 络 上 有 数 据 ， 那 么 它 会 等 待 ， 稍 后 再 试 图 发 送 它 的 数 据 。	10.0
简 述 载 波 侦 听 多 路 接 入 / 碰 撞 检 测 的 定 义 。	载 波 侦 听 多 路 接 入 / 碰 撞 检 测 的 定 义 如 下 ： 一 个 基 于 竞 争 的 信 道 接 入 ， 其 中 的 计 算 机 通 过 在 发 送 数 据 之 前 侦 听 网 络 来 避 免 碰 撞 。 如 果 计 算 机 检 测 到 网 络 上 有 数 据 ， 那 么 它 会 等 待 ， 稍 后 再 试 图 发 送 它 的 数 据 。	一 个 基 于 竞 争 的 信 道 接 入 ， 其 中 的 计 算 机 通 过 广 播 它 们 的 发 送 数 据 意 图 来 避 免 碰 撞 。 如 果 计 算 机 检 测 到 信 道 忙 ， 那 么 随 机 延 迟 一 定 时 间 ， 稍 后 再 试 图 发 送 它 的 数 据 。	4.0
简 述 信 道 接 入 的 定 义 。	信 道 接 入 的 定 义 如 下 ： 用 于 确 定 哪 台 计 算 机 可 以 通 过 网 络 发 送 数 据 的 规 则 ， 因 此 防 止 了 由 于 碰 撞 导 致 的 数 据 损 失 。	定 义 如 下 ： 用 于 确 定 哪 台 计 算 机 可 以 通 过 网 络 发 送 数 据 的 规 则 ， 因 此 防 止 了 由 于 碰 撞 导 致 的 数 据 损 失 。	10.0
简 述 信 道 接 入 的 定 义 。	信 道 接 入 的 定 义 如 下 ： 用 于 确 定 哪 台 计 算 机 可 以 通 过 网 络 发 送 数 据 的 规 则 ， 因 此 防 止 了 由 于 碰 撞 导 致 的 数 据 损 失 。	一 类 允 许 或 拒 绝 计 算 机 通 过 网 络 发 送 数 据 的 规 则 ， 防 止 了 由 于 碰 撞 导 致 的 数 据 丢 失 。	5.0
简 述 无 分 类 域 间 路 由 选 择 的 定 义 。	无 分 类 域 间 路 由 选 择 的 定 义 如 下 ： 比 使 用 I P 地 址 分 类 更 有 效 的 I P 地 址 分 配 方 式 。	定 义 如 下 ： 比 使 用 I P 地 址 分 类 更 有 效 的 I P 地 址 分 配 方 式 。	10.0
简 述 无 分 类 域 间 路 由 选 择 的 定 义 。	无 分 类 域 间 路 由 选 择 的 定 义 如 下 ： 比 使 用 I P 地 址 分 类 更 有 效 的 I P 地 址 分 配 方 式 。	与 使 用 I P 地 址 分 类 等 效 的 I P 地 址 分 配 方 式 。	0.0
简 述 碰 撞 的 定 义 。	碰 撞 的 定 义 如 下 ： 当 两 台 计 算 机 同 时 将 数 据 放 在 线 缆 上 时 发 生 的 碰 撞 。 这 破 坏 了 分 组 中 的 电 子 信 号 ， 并 且 导 致 数 据 损 失 。	定 义 如 下 ： 当 两 台 计 算 机 同 时 将 数 据 放 在 线 缆 上 时 发 生 的 碰 撞 。 这 破 坏 了 分 组 中 的 电 子 信 号 ， 并 且 导 致 数 据 损 失 。	10.0
简 述 碰 撞 的 定 义 。	碰 撞 的 定 义 如 下 ： 当 两 台 计 算 机 同 时 将 数 据 放 在 线 缆 上 时 发 生 的 碰 撞 。 这 破 坏 了 分 组 中 的 电 子 信 号 ， 并 且 导 致 数 据 损 失 。	当 两 台 计 算 机 同 时 在 线 缆 上 传 输 数 据 时 发 生 的 碰 撞 。 破 坏 了 信 道 竞 争 接 入 的 规 则 ， 并 且 导 致 数 据 丢 失 。	3.0
简 述 无 连 接 的 定 义 。	无 连 接 的 定 义 如 下 ： 将 数 据 通 过 网 络 发 送 到 它 的 目 的 地 ， 但 是 不 保 证 接 收 的 一 类 协 议 。	定 义 如 下 ： 通 过 网 络 将 数 据 发 送 到 它 的 目 的 地 ， 但 是 不 保 证 接 收 的 一 类 协 议 。	10.0
简 述 无 连 接 的 定 义 。	无 连 接 的 定 义 如 下 ： 将 数 据 通 过 网 络 发 送 到 它 的 目 的 地 ， 但 是 不 保 证 接 收 的 一 类 协 议 。	将 数 据 通 过 网 络 发 送 到 它 的 目 的 地 ， 但 是 不 保 证 数 据 分 组 按 序 到 达 的 一 类 协 议 。	5.0
简 述 面 向 连 接 的 定 义 。	面 向 连 接 的 定 义 如 下 ： 在 两 台 计 算 机 之 间 建 立 正 式 连 接 的 一 类 协 议 ， 确 保 了 数 据 将 到 达 它 的 目 的 地 。	定 义 如 下 ： 在 两 台 计 算 机 之 间 建 立 正 式 连 接 的 一 类 协 议 ， 确 保 了 数 据 将 到 达 它 的 目 的 地 。	10.0
简 述 面 向 连 接 的 定 义 。	面 向 连 接 的 定 义 如 下 ： 在 两 台 计 算 机 之 间 建 立 正 式 连 接 的 一 类 协 议 ， 确 保 了 数 据 将 到 达 它 的 目 的 地 。	通 过 网 络 将 数 据 发 送 到 它 的 目 的 地 ， 并 且 保 证 数 据 分 组 按 序 到 达 的 一 类 协 议 。	0.0
简 述 竞 争 的 定 义 。	竞 争 的 定 义 如 下 ： 一 种 信 道 接 入 方 法 ， 其 中 的 计 算 机 竞 争 网 络 上 的 时 间 。	定 义 如 下 ： 一 种 信 道 接 入 方 法 ， 其 中 的 计 算 机 竞 争 网 络 上 的 时 间 。	10.0
简 述 竞 争 的 定 义 。	竞 争 的 定 义 如 下 ： 一 种 信 道 接 入 方 法 ， 其 中 的 计 算 机 竞 争 网 络 上 的 时 间 。	一 种 信 道 接 入 方 法 ， 其 中 的 计 算 机 竞 争 网 络 上 的 资 源 。	5.0
简 述 数 据 信 道 的 定 义 。	数 据 信 道 的 定 义 如 下 ： 网 络 的 线 缆 和 基 础 结 构 。	定 义 如 下 ： 网 络 的 线 缆 和 基 础 结 构 。	10.0
简 述 数 据 信 道 的 定 义 。	数 据 信 道 的 定 义 如 下 ： 网 络 的 线 缆 和 基 础 结 构 。	网 络 的 协 议 和 传 输 介 质 。	0.0
简 述 数 据 链 路 控 制 的 定 义 。	数 据 链 路 控 制 的 定 义 如 下 ： 主 要 由 连 接 到 网 络 的 惠 普 打 印 机 和 I B M 大 型 机 使 用 的 网 络 协 议 。	定 义 如 下 ： 主 要 由 连 接 到 网 络 的 惠 普 打 印 机 和 I B M 大 型 机 使 用 的 网 络 协 议 。	10.0
简 述 数 据 链 路 控 制 的 定 义 。	数 据 链 路 控 制 的 定 义 如 下 ： 主 要 由 连 接 到 网 络 的 惠 普 打 印 机 和 I B M 大 型 机 使 用 的 网 络 协 议 。	主 要 由 连 接 到 网 络 的 联 想 打 印 机 和 I B M 小 型 机 使 用 的 网 络 协 议 。	0.0
简 述 数 据 部 分 的 定 义 。	数 据 部 分 的 定 义 如 下 ： 在 网 络 上 发 送 的 实 际 数 据 。 这 一 部 分 的 大 小 可 以 从 不 到 5 0 字 节 变 化 到 1 6 0 0 0 字 节 ， 取 决 于 网 络 协 议 。	定 义 如 下 ： 在 网 络 上 发 送 的 实 际 数 据 。 这 一 部 分 的 大 小 可 以 从 不 到 5 0 字 节 变 化 到 1 6 0 0 0 字 节 ， 取 决 于 网 络 协 议 。	10.0
简 述 数 据 部 分 的 定 义 。	数 据 部 分 的 定 义 如 下 ： 在 网 络 上 发 送 的 实 际 数 据 。 这 一 部 分 的 大 小 可 以 从 不 到 5 0 字 节 变 化 到 1 6 0 0 0 字 节 ， 取 决 于 网 络 协 议 。	在 网 络 上 发 送 的 虚 拟 数 据 。 这 一 部 分 的 大 小 可 以 从 不 到 1 0 字 节 变 化 到 1 6 0 0 字 节 ， 取 决 于 网 络 信 道 。	0.0
简 述 数 据 报 的 定 义 。	数 据 报 的 定 义 如 下 ： 一 些 协 议 中 用 于 定 义 分 组 的 术 语 。	定 义 如 下 ： 一 些 协 议 中 用 于 定 义 分 组 的 术 语 。	10.0
简 述 数 据 报 的 定 义 。	数 据 报 的 定 义 如 下 ： 一 些 协 议 中 用 于 定 义 分 组 的 术 语 。	一 些 协 议 中 用 于 定 义 帧 的 术 语 。	0.0
简 述 D E C N e t 的 定 义 。	D E C N e t 的 定 义 如 下 ： D i g i t a l   E q u i p m e n t   C o r p o r a t i o n 公 司 的 一 个 协 议 包 。	定 义 如 下 ： D i g i t a l   E q u i p m e n t   C o r p o r a t i o n 公 司 的 一 个 协 议 包 。	10.0
简 述 D E C N e t 的 定 义 。	D E C N e t 的 定 义 如 下 ： D i g i t a l   E q u i p m e n t   C o r p o r a t i o n 公 司 的 一 个 协 议 包 。	D i g i t a l   E q u i p m e n t   C o r p o r a t i o n 公 司 开 发 的 一 个 标 准 。	0.0
简 述 请 求 优 先 级 的 定 义 。	请 求 优 先 级 的 定 义 如 下 ： 星 型 集 线 器 拓 扑 结 构 中 的 1 0 0 V G - A n y L A N 使 用 的 高 速 信 道 接 入 。	定 义 如 下 ： 星 型 集 线 器 拓 扑 结 构 中 的 1 0 0 V G - A n y L A N 使 用 的 高 速 信 道 接 入 。	10.0
简 述 请 求 优 先 级 的 定 义 。	请 求 优 先 级 的 定 义 如 下 ： 星 型 集 线 器 拓 扑 结 构 中 的 1 0 0 V G - A n y L A N 使 用 的 高 速 信 道 接 入 。	环 型 集 线 器 拓 扑 结 构 中 的 1 0 0 V G - A n y L A N 使 用 的 低 速 信 道 接 入 。	0.0
简 述 请 求 信 号 的 定 义 。	请 求 信 号 的 定 义 如 下 ： 请 求 优 先 级 网 络 中 的 一 台 计 算 机 发 送 的 信 号 ， 通 知 控 制 集 线 器 它 有 数 据 要 发 送 。	定 义 如 下 ： 请 求 优 先 级 网 络 中 的 一 台 计 算 机 发 送 的 信 号 ， 通 知 控 制 集 线 器 它 有 数 据 要 发 送 。	10.0
简 述 请 求 信 号 的 定 义 。	请 求 信 号 的 定 义 如 下 ： 请 求 优 先 级 网 络 中 的 一 台 计 算 机 发 送 的 信 号 ， 通 知 控 制 集 线 器 它 有 数 据 要 发 送 。	端 到 端 网 络 中 的 一 台 计 算 机 发 送 的 信 号 ， 请 求 控 制 集 线 器 存 储 及 转 发 数 据 。	0.0
简 述 域 名 系 统 的 定 义 。	域 名 系 统 的 定 义 如 下 ： 用 于 将 一 台 计 算 机 的 I P 地 址 与 名 称 关 联 的 T C P / I P 协 议 。	定 义 如 下 ： 用 于 将 一 台 计 算 机 的 I P 地 址 与 名 称 关 联 的 T C P / I P 协 议 。	10.0
简 述 域 名 系 统 的 定 义 。	域 名 系 统 的 定 义 如 下 ： 用 于 将 一 台 计 算 机 的 I P 地 址 与 名 称 关 联 的 T C P / I P 协 议 。	用 于 将 一 台 计 算 机 的 I P 地 址 与 名 称 关 联 的 D N S 协 议 。	0.0
简 述 动 态 主 机 配 置 协 议 的 定 义 。	动 态 主 机 配 置 协 议 的 定 义 如 下 ： 允 许 自 动 的 I P 地 址 和 子 网 掩 码 分 配 的 T C P / I P 协 议 。	定 义 如 下 ： 允 许 自 动 的 I P 地 址 和 子 网 掩 码 分 配 的 T C P / I P 协 议 。	10.0
简 述 动 态 主 机 配 置 协 议 的 定 义 。	动 态 主 机 配 置 协 议 的 定 义 如 下 ： 允 许 自 动 的 I P 地 址 和 子 网 掩 码 分 配 的 T C P / I P 协 议 。	允 许 自 动 的 I P 地 址 和 子 网 掩 码 分 配 的 D H C P 协 议 。	0.0
简 述 企 业 网 络 的 定 义 。	企 业 网 络 的 定 义 如 下 ： 通 常 连 接 许 多 L A N 的 大 规 模 网 络 。	定 义 如 下 ： 通 常 连 接 许 多 L A N 的 大 规 模 网 络 。	10.0
简 述 企 业 网 络 的 定 义 。	企 业 网 络 的 定 义 如 下 ： 通 常 连 接 许 多 L A N 的 大 规 模 网 络 。	通 常 连 接 许 多 W A N 的 小 规 模 网 络 。	0.0
简 述 文 件 传 输 协 议 的 定 义 。	文 件 传 输 协 议 的 定 义 如 下 ： 用 于 文 件 操 作 的 T C P / I P 协 议 。	定 义 如 下 ： 用 于 文 件 操 作 的 T C P / I P 协 议 。	10.0
简 述 文 件 传 输 协 议 的 定 义 。	文 件 传 输 协 议 的 定 义 如 下 ： 用 于 文 件 操 作 的 T C P / I P 协 议 。	用 于 文 件 操 作 的 F T P 协 议 。	0.0
简 述 I n t e r n e t 控 制 消 息 协 议 的 定 义 。	I n t e r n e t 控 制 消 息 协 议 的 定 义 如 下 ： 用 于 发 送 信 息 和 错 误 消 息 的 T C P / I P 协 议 。	定 义 如 下 ： 用 于 发 送 信 息 和 错 误 消 息 的 T C P / I P 协 议 。	10.0
简 述 I n t e r n e t 控 制 消 息 协 议 的 定 义 。	I n t e r n e t 控 制 消 息 协 议 的 定 义 如 下 ： 用 于 发 送 信 息 和 错 误 消 息 的 T C P / I P 协 议 。	用 于 发 送 信 息 和 错 误 消 息 的 I C M P 协 议 。	10.0
简 述 I n t e r n e t 协 议 的 定 义 。	I n t e r n e t 协 议 的 定 义 如 下 ： T C P / I P 的 主 要 网 络 协 议 ； 它 提 供 寻 址 和 路 由 选 择 信 息 。	定 义 如 下 ： T C P / I P 的 主 要 网 络 协 议 ； 它 提 供 寻 址 和 路 由 选 择 信 息 。	10.0
简 述 I n t e r n e t 协 议 的 定 义 。	I n t e r n e t 协 议 的 定 义 如 下 ： T C P / I P 的 主 要 网 络 协 议 ； 它 提 供 寻 址 和 路 由 选 择 信 息 。	U D P 的 主 要 网 络 协 议 ； 它 提 供 I P 地 址 和 子 网 掩 码 分 配 。	0.0
简 述 互 联 网 络 分 组 交 换 的 定 义 。	互 联 网 络 分 组 交 换 的 定 义 如 下 ： I P X 是 处 理 网 络 上 的 所 有 寻 址 和 路 由 选 择 的 传 输 层 和 网 络 层 协 议 。 I P X 是 提 供 快 速 但 是 不 可 靠 服 务 的 无 连 接 协 议 。	定 义 如 下 ： I P X 是 处 理 网 络 上 的 所 有 寻 址 和 路 由 选 择 的 传 输 层 和 网 络 层 协 议 。 I P X 是 提 供 快 速 但 是 不 可 靠 服 务 的 无 连 接 协 议 。	10.0
简 述 互 联 网 络 分 组 交 换 的 定 义 。	互 联 网 络 分 组 交 换 的 定 义 如 下 ： I P X 是 处 理 网 络 上 的 所 有 寻 址 和 路 由 选 择 的 传 输 层 和 网 络 层 协 议 。 I P X 是 提 供 快 速 但 是 不 可 靠 服 务 的 无 连 接 协 议 。	I P X 是 处 理 网 络 上 的 所 有 寻 址 和 路 由 选 择 的 会 话 层 和 表 示 层 协 议 。 I P X 是 提 供 高 效 可 靠 服 务 的 面 向 连 接 协 议 。	0.0
简 述 l o c a l h o s t 的 定 义 。	l o c a l h o s t 的 定 义 如 下 ： 一 个 特 殊 的 D N S 主 机 名 ， 代 表 分 配 给 引 用 这 个 名 称 的 计 算 机 的 I P 地 址 。 把 这 个 名 称 看 作 是 访 问 您 在 任 何 一 台 计 算 机 上 的 目 前 I P 地 址 的 特 殊 方 式 。	定 义 如 下 ： 一 个 特 殊 的 D N S 主 机 名 ， 代 表 分 配 给 引 用 这 个 名 称 的 计 算 机 的 I P 地 址 。 把 这 个 名 称 看 作 是 访 问 您 在 任 何 一 台 计 算 机 上 的 目 前 I P 地 址 的 特 殊 方 式 。	10.0
简 述 l o c a l h o s t 的 定 义 。	l o c a l h o s t 的 定 义 如 下 ： 一 个 特 殊 的 D N S 主 机 名 ， 代 表 分 配 给 引 用 这 个 名 称 的 计 算 机 的 I P 地 址 。 把 这 个 名 称 看 作 是 访 问 您 在 任 何 一 台 计 算 机 上 的 目 前 I P 地 址 的 特 殊 方 式 。	一 个 特 殊 的 D N S 主 机 名 ， 代 表 保 留 的 A 类 地 址 1 2 7 . 0 . 0 . 1 ， 用 于 确 认 计 算 机 的 I P 配 置 起 作 用 。	3.0
简 述 l o o p b a c k 的 定 义 。	l o o p b a c k 的 定 义 如 下 ： 一 个 特 殊 的 D N S 主 机 名 ， 代 表 保 留 的 A 类 地 址 1 2 7 . 0 . 0 . 1 ， 用 于 确 认 计 算 机 的 I P 配 置 起 作 用 。	定 义 如 下 ： 一 个 特 殊 的 D N S 主 机 名 ， 代 表 保 留 的 A 类 地 址 1 2 7 . 0 . 0 . 1 ， 用 于 确 认 计 算 机 的 I P 配 置 起 作 用 。	10.0
简 述 l o o p b a c k 的 定 义 。	l o o p b a c k 的 定 义 如 下 ： 一 个 特 殊 的 D N S 主 机 名 ， 代 表 保 留 的 A 类 地 址 1 2 7 . 0 . 0 . 1 ， 用 于 确 认 计 算 机 的 I P 配 置 起 作 用 。	一 个 特 殊 的 D N S 主 机 名 ， 代 表 分 配 给 引 用 这 个 名 称 的 计 算 机 的 I P 地 址 。 把 这 个 名 称 看 作 是 访 问 您 在 任 何 一 台 计 算 机 上 的 目 前 I P 地 址 的 特 殊 方 式 。	3.0
简 述 组 播 分 组 的 定 义 。	组 播 分 组 的 定 义 如 下 ： 一 个 使 用 特 殊 网 络 地 址 的 分 组 ， 使 得 希 望 阅 读 它 的 有 效 载 荷 的 任 何 一 台 接 收 计 算 机 都 能 阅 读 它 。	定 义 如 下 ： 一 个 使 用 特 殊 网 络 地 址 的 分 组 ， 使 得 希 望 阅 读 它 的 有 效 载 荷 的 任 何 一 台 接 收 计 算 机 都 能 阅 读 它 。	10.0
简 述 组 播 分 组 的 定 义 。	组 播 分 组 的 定 义 如 下 ： 一 个 使 用 特 殊 网 络 地 址 的 分 组 ， 使 得 希 望 阅 读 它 的 有 效 载 荷 的 任 何 一 台 接 收 计 算 机 都 能 阅 读 它 。	一 个 使 用 特 殊 网 络 地 址 的 分 组 ， 使 得 任 何 一 台 接 收 计 算 机 都 能 阅 读 它 的 有 效 载 荷 。	10.0
简 述 N e t B E U I 的 定 义 。	N e t B E U I 的 定 义 如 下 ： I B M 开 发 的 网 络 协 议 ， 专 门 为 网 络 基 本 输 入 / 输 出 系 统 提 供 传 输 服 务 。	定 义 如 下 ： I B M 开 发 的 网 络 协 议 ， 提 供 所 有 的 客 户 / 服 务 器 功 能 。	0.0
