问 句	标 准 答 案	学 生 答 案	得分
什 么 是 死 锁 ？	死 锁 的 定 义 如 下 ： 在 多 道 程 序 系 统 中 ， 一 组 进 程 中 的 每 一 个 进 程 均 无 限 期 地 等 待 被 改 组 进 程 中 的 另 一 个 进 程 所 占 用 且 永 远 不 会 释 放 的 资 源 ， 这 种 现 象 称 系 统 处 于 死 锁 状 态 。 死 锁 的 产 生 与 各 并 发 进 程 的 相 对 速 度 有 关 ， 一 般 不 可 重 现 。	在 单 道 程 序 系 统 中 ， 一 组 进 程 中 的 每 一 个 进 程 循 环 等 待 被 改 组 进 程 中 的 另 一 个 进 程 独 占 且 未 释 放 的 资 源 ， 这 种 现 象 称 系 统 处 于 死 锁 状 态 。 死 锁 的 产 生 与 各 并 发 进 程 的 资 源 分 配 有 关 ， 可 重 现 。	4.0
什 么 是 实 内 存 ？	实 内 存 的 定 义 如 下 ： 计 算 机 系 统 中 配 置 的 实 际 物 理 内 存 。	定 义 如 下 ： 计 算 机 系 统 中 配 置 的 实 际 物 理 内 存 。	10.0
什 么 是 实 内 存 ？	实 内 存 的 定 义 如 下 ： 计 算 机 系 统 中 配 置 的 实 际 物 理 内 存 。	用 户 程 序 的 物 理 地 址 构 成 的 地 址 空 间	0.0
什 么 是 虚 内 存 ？	虚 内 存 的 定 义 如 下 ： 用 户 程 序 的 逻 辑 地 址 构 成 的 地 址 空 间 。 当 内 存 容 量 不 满 足 用 户 要 求 时 ， 采 用 一 种 将 内 存 空 间 与 外 存 空 间 有 机 的 结 合 在 一 起 ， 利 用 外 存 自 动 调 度 的 方 法 构 成 一 个 大 的 内 存 。	定 义 如 下 ： 用 户 程 序 的 逻 辑 地 址 构 成 的 地 址 空 间 。 当 内 存 容 量 不 满 足 用 户 要 求 时 ， 采 用 一 种 将 内 存 空 间 与 外 存 空 间 有 机 的 结 合 在 一 起 ， 利 用 外 存 自 动 调 度 的 方 法 构 成 一 个 大 的 内 存 。	10.0
什 么 是 虚 内 存 ？	虚 内 存 的 定 义 如 下 ： 用 户 程 序 的 逻 辑 地 址 构 成 的 地 址 空 间 。 当 内 存 容 量 不 满 足 用 户 要 求 时 ， 采 用 一 种 将 内 存 空 间 与 外 存 空 间 有 机 的 结 合 在 一 起 ， 利 用 外 存 自 动 调 度 的 方 法 构 成 一 个 大 的 内 存 。	计 算 机 系 统 中 配 置 的 虚 拟 逻 辑 内 存 。 当 内 存 容 量 小 于 用 户 要 求 时 ， 采 用 一 种 将 内 存 空 间 与 外 存 空 间 有 机 的 结 合 在 一 起 ， 利 用 动 态 分 配 外 存 的 方 法 构 成 一 个 大 的 内 存 。	5.0
什 么 是 物 理 地 址 ？	物 理 地 址 的 定 义 如 下 ： 内 存 中 存 储 单 元 的 编 号 ， 即 存 储 单 元 的 真 实 地 址 。	定 义 如 下 ： 内 存 中 存 储 单 元 的 编 号 ， 即 存 储 单 元 的 真 实 地 址 。	10.0
什 么 是 物 理 地 址 ？	物 理 地 址 的 定 义 如 下 ： 内 存 中 存 储 单 元 的 编 号 ， 即 存 储 单 元 的 真 实 地 址 。	内 存 中 数 据 单 元 的 编 号 ， 即 数 据 单 元 的 相 对 地 址 。	0.0
什 么 是 逻 辑 地 址 ？	逻 辑 地 址 的 定 义 如 下 ： 在 用 户 程 序 中 形 成 的 目 标 代 码 中 ， 常 采 用 相 对 地 址 形 式 ， 其 首 地 址 为 零 ， 其 余 指 令 中 的 地 址 都 是 相 对 首 地 址 而 定 ， 这 个 相 对 地 址 称 为 逻 辑 地 址 。	定 义 如 下 ： 在 用 户 程 序 中 形 成 的 目 标 代 码 中 ， 常 采 用 相 对 地 址 形 式 ， 其 首 地 址 为 零 ， 其 余 指 令 中 的 地 址 都 是 相 对 首 地 址 而 定 ， 这 个 相 对 地 址 称 为 逻 辑 地 址 。	10.0
什 么 是 逻 辑 地 址 ？	逻 辑 地 址 的 定 义 如 下 ： 在 用 户 程 序 中 形 成 的 目 标 代 码 中 ， 常 采 用 相 对 地 址 形 式 ， 其 首 地 址 为 零 ， 其 余 指 令 中 的 地 址 都 是 相 对 首 地 址 而 定 ， 这 个 相 对 地 址 称 为 逻 辑 地 址 。	内 存 中 存 储 单 元 的 编 号 ， 常 采 用 绝 对 地 址 形 式 ， 其 首 地 址 为 1 ， 其 余 存 储 单 元 的 地 址 都 是 相 对 首 地 址 而 定 ， 这 个 绝 对 地 址 称 为 虚 拟 地 址 。	0.0
什 么 是 地 址 重 定 位 ？	地 址 重 定 位 的 定 义 如 下 ： 在 C P U 执 行 程 序 指 令 时 ， 为 了 能 正 确 地 访 问 存 储 单 元 ， 需 要 将 用 户 程 序 中 的 逻 辑 地 址 转 换 为 运 行 时 可 由 机 器 直 接 寻 址 的 物 理 地 址 。	定 义 如 下 ： 在 C P U 执 行 程 序 指 令 时 ， 为 了 能 正 确 地 访 问 存 储 单 元 ， 需 要 将 用 户 程 序 中 的 逻 辑 地 址 转 换 为 运 行 时 可 由 机 器 直 接 寻 址 的 物 理 地 址 。	10.0
什 么 是 地 址 重 定 位 ？	地 址 重 定 位 的 定 义 如 下 ： 在 C P U 执 行 程 序 指 令 时 ， 为 了 能 正 确 地 访 问 存 储 单 元 ， 需 要 将 用 户 程 序 中 的 逻 辑 地 址 转 换 为 运 行 时 可 由 机 器 直 接 寻 址 的 物 理 地 址 。	在 C P U 执 行 程 序 指 令 时 ， 为 了 能 正 确 地 访 问 目 标 代 码 ， 需 要 将 运 行 时 可 由 机 器 直 接 寻 址 的 物 理 地 址 转 换 为 用 户 程 序 中 的 逻 辑 地 址 。	3.0
什 么 是 静 态 划 分 ？	静 态 划 分 的 定 义 如 下 ： 系 统 运 行 之 前 就 将 内 存 空 间 划 分 为 若 干 区 域 ， 通 常 分 配 给 进 程 的 内 存 可 能 比 进 程 实 际 所 需 要 的 区 域 长 。	定 义 如 下 ： 系 统 运 行 之 前 就 将 内 存 空 间 划 分 为 若 干 区 域 ， 通 常 分 配 给 进 程 的 内 存 可 能 比 进 程 实 际 所 需 要 的 区 域 长 。	10.0
什 么 是 静 态 划 分 ？	静 态 划 分 的 定 义 如 下 ： 系 统 运 行 之 前 就 将 内 存 空 间 划 分 为 若 干 区 域 ， 通 常 分 配 给 进 程 的 内 存 可 能 比 进 程 实 际 所 需 要 的 区 域 长 。	在 系 统 运 行 的 过 程 中 才 划 分 内 存 空 间 ， 通 常 进 程 实 际 所 需 要 的 内 存 可 能 比 分 配 给 进 程 的 内 存 区 域 短 。	5.0
什 么 是 动 态 划 分 ？	动 态 划 分 的 定 义 如 下 ： 在 系 统 运 行 的 过 程 中 才 划 分 内 存 空 间 。	定 义 如 下 ： 在 系 统 运 行 的 过 程 中 才 划 分 内 存 空 间 。	10.0
什 么 是 动 态 划 分 ？	动 态 划 分 的 定 义 如 下 ： 在 系 统 运 行 的 过 程 中 才 划 分 内 存 空 间 。	系 统 运 行 之 前 就 将 内 存 空 间 划 分 为 若 干 区 域	0.0
什 么 是 等 长 分 区 ？	等 长 分 区 的 定 义 如 下 ： 将 存 储 空 间 划 分 为 若 干 个 长 度 相 同 的 区 域 。	定 义 如 下 ： 将 存 储 空 间 划 分 为 若 干 个 长 度 相 同 的 区 域 。	10.0
什 么 是 等 长 分 区 ？	等 长 分 区 的 定 义 如 下 ： 将 存 储 空 间 划 分 为 若 干 个 长 度 相 同 的 区 域 。	指 存 储 空 间 划 分 的 区 域 长 度 相 同 。	10.0
什 么 是 不 等 长 分 区 ？	不 等 长 分 区 的 定 义 如 下 ： 将 存 储 空 间 划 分 为 若 干 个 长 度 不 同 的 区 域 。	定 义 如 下 ： 将 存 储 空 间 划 分 为 若 干 个 长 度 不 同 的 区 域 。	10.0
什 么 是 不 等 长 分 区 ？	不 等 长 分 区 的 定 义 如 下 ： 将 存 储 空 间 划 分 为 若 干 个 长 度 不 同 的 区 域 。	指 存 储 空 间 划 分 的 区 域 长 度 不 同 。	10.0
什 么 是 碎 片 ？	碎 片 的 定 义 如 下 ： 所 谓 碎 片 是 指 内 存 中 出 现 的 一 些 零 散 的 小 空 闲 区 域 。 由 于 碎 片 很 小 ， 无 法 再 利 用 。 所 以 如 果 内 存 中 碎 片 很 多 ， 将 会 造 成 严 重 的 存 储 资 源 浪 费 。	定 义 如 下 ： 所 谓 碎 片 是 指 内 存 中 出 现 的 一 些 零 散 的 小 空 闲 区 域 。 由 于 碎 片 很 小 ， 无 法 再 利 用 。 所 以 如 果 内 存 中 碎 片 很 多 ， 将 会 造 成 严 重 的 存 储 资 源 浪 费 。	10.0
什 么 是 碎 片 ？	碎 片 的 定 义 如 下 ： 所 谓 碎 片 是 指 内 存 中 出 现 的 一 些 零 散 的 小 空 闲 区 域 。 由 于 碎 片 很 小 ， 无 法 再 利 用 。 所 以 如 果 内 存 中 碎 片 很 多 ， 将 会 造 成 严 重 的 存 储 资 源 浪 费 。	所 谓 碎 片 是 指 内 存 中 出 现 的 一 些 大 小 不 一 的 区 域 。 由 于 碎 片 很 难 定 位 ， 使 用 率 低 。 内 存 中 碎 片 越 多 ， 存 储 资 源 浪 费 越 严 重 。	4.0
什 么 是 固 定 分 区 ？	固 定 分 区 的 定 义 如 下 ： 系 统 将 内 存 划 分 为 若 干 个 大 小 固 定 的 分 区 ， 当 作 业 申 请 内 存 时 ， 系 统 为 其 选 择 一 个 适 当 的 分 区 ， 并 装 入 内 存 运 行 ， 固 定 分 区 会 浪 费 一 些 存 储 空 间 。	定 义 如 下 ： 系 统 将 内 存 划 分 为 若 干 个 大 小 固 定 的 分 区 ， 当 作 业 申 请 内 存 时 ， 系 统 为 其 选 择 一 个 适 当 的 分 区 ， 并 装 入 内 存 运 行 ， 固 定 分 区 会 浪 费 一 些 存 储 空 间 。	10.0
什 么 是 固 定 分 区 ？	固 定 分 区 的 定 义 如 下 ： 系 统 将 内 存 划 分 为 若 干 个 大 小 固 定 的 分 区 ， 当 作 业 申 请 内 存 时 ， 系 统 为 其 选 择 一 个 适 当 的 分 区 ， 并 装 入 内 存 运 行 ， 固 定 分 区 会 浪 费 一 些 存 储 空 间 。	系 统 将 内 存 划 分 为 若 干 个 长 度 相 同 的 分 区 ， 当 作 业 需 要 存 储 空 间 时 ， 系 统 为 其 选 择 一 个 最 优 的 分 区 ， 并 装 入 内 存 运 行 ， 固 定 分 区 会 引 起 碎 片 的 产 生 。	6.0
什 么 是 可 变 分 区 ？	可 变 分 区 的 定 义 如 下 ： 系 统 在 作 业 装 入 内 存 时 建 立 分 区 ， 使 分 区 的 大 小 正 好 与 作 业 要 求 的 存 储 空 间 相 等 ， 但 是 可 变 分 区 会 引 起 碎 片 的 产 生 。	定 义 如 下 ： 系 统 在 作 业 装 入 内 存 时 建 立 分 区 ， 使 分 区 的 大 小 正 好 与 作 业 要 求 的 存 储 空 间 相 等 ， 但 是 可 变 分 区 会 引 起 碎 片 的 产 生 。	10.0
什 么 是 可 变 分 区 ？	可 变 分 区 的 定 义 如 下 ： 系 统 在 作 业 装 入 内 存 时 建 立 分 区 ， 使 分 区 的 大 小 正 好 与 作 业 要 求 的 存 储 空 间 相 等 ， 但 是 可 变 分 区 会 引 起 碎 片 的 产 生 。	系 统 将 内 存 划 分 为 若 干 个 大 小 不 一 的 分 区 ， 并 为 申 请 内 存 的 作 业 选 择 一 个 最 优 的 分 区 ， 但 是 可 变 分 区 会 浪 费 一 些 存 储 空 间 。	0.0
什 么 是 时 间 局 部 性 ？	时 间 局 部 性 的 定 义 如 下 ： 在 一 段 局 部 时 间 内 ， 程 序 某 一 部 分 的 数 据 被 重 复 性 地 访 问 。	定 义 如 下 ： 在 一 段 局 部 时 间 内 ， 程 序 某 一 部 分 的 数 据 被 重 复 性 地 访 问 。	10.0
什 么 是 时 间 局 部 性 ？	时 间 局 部 性 的 定 义 如 下 ： 在 一 段 局 部 时 间 内 ， 程 序 某 一 部 分 的 数 据 被 重 复 性 地 访 问 。	在 一 段 局 部 时 间 内 ， 程 序 某 一 部 分 的 指 令 被 重 复 性 地 访 问 。	5.0
什 么 是 空 间 局 部 性 ？	空 间 局 部 性 的 定 义 如 下 ： 在 一 局 部 存 储 空 间 内 ， 程 序 被 连 接 访 问 到 。	定 义 如 下 ： 在 一 局 部 存 储 空 间 内 ， 程 序 被 连 接 访 问 到 。	10.0
什 么 是 空 间 局 部 性 ？	空 间 局 部 性 的 定 义 如 下 ： 在 一 局 部 存 储 空 间 内 ， 程 序 被 连 接 访 问 到 。	在 一 局 部 存 储 空 间 内 ， 数 据 被 连 接 访 问 到 。	5.0
什 么 是 文 件 ？	文 件 的 定 义 如 下 ： 文 件 是 具 有 符 号 的 一 组 相 关 信 息 项 的 有 序 序 列 。	定 义 如 下 ： 文 件 是 具 有 符 号 的 一 组 相 关 信 息 项 的 有 序 序 列 。	10.0
什 么 是 文 件 ？	文 件 的 定 义 如 下 ： 文 件 是 具 有 符 号 的 一 组 相 关 信 息 项 的 有 序 序 列 。	文 件 是 在 逻 辑 上 具 有 完 整 意 义 的 一 组 相 关 信 息 项 的 有 序 序 列 。	0.0
什 么 是 文 件 系 统 ？	文 件 系 统 的 定 义 如 下 ： 操 作 系 统 中 实 现 文 件 统 一 管 理 的 一 组 软 件 、 被 管 理 的 软 件 、 为 实 施 文 件 管 理 所 需 要 的 一 些 数 据 结 构 的 总 称 。	定 义 如 下 ： 操 作 系 统 中 实 现 文 件 统 一 管 理 的 一 组 软 件 、 被 管 理 的 软 件 、 为 实 施 文 件 管 理 所 需 要 的 一 些 数 据 结 构 的 总 称 。	10.0
什 么 是 文 件 系 统 ？	文 件 系 统 的 定 义 如 下 ： 操 作 系 统 中 实 现 文 件 统 一 管 理 的 一 组 软 件 、 被 管 理 的 软 件 、 为 实 施 文 件 管 理 所 需 要 的 一 些 数 据 结 构 的 总 称 。	操 作 系 统 中 实 现 文 件 统 一 管 理 的 一 组 硬 件 、 被 管 理 的 硬 件 、 为 实 施 文 件 管 理 所 需 要 的 一 些 组 织 形 式 的 总 称 。	0.0
什 么 是 顺 序 存 取 ？	顺 序 存 取 的 定 义 如 下 ： 按 从 前 到 后 的 次 序 依 次 访 问 文 件 的 各 个 信 息 项 。	定 义 如 下 ： 按 从 前 到 后 的 次 序 依 次 访 问 文 件 的 各 个 信 息 项 。	10.0
什 么 是 顺 序 存 取 ？	顺 序 存 取 的 定 义 如 下 ： 按 从 前 到 后 的 次 序 依 次 访 问 文 件 的 各 个 信 息 项 。	按 从 上 到 下 的 次 序 依 次 访 问 文 件 的 各 个 信 息 项 。	0.0
什 么 是 随 机 存 取 ？	随 机 存 取 的 定 义 如 下 ： 允 许 用 户 根 据 记 录 键 存 取 文 件 的 任 一 记 录 。	定 义 如 下 ： 允 许 用 户 根 据 记 录 键 存 取 文 件 的 任 一 记 录 。	10.0
什 么 是 随 机 存 取 ？	随 机 存 取 的 定 义 如 下 ： 允 许 用 户 根 据 记 录 键 存 取 文 件 的 任 一 记 录 。	允 许 用 户 根 据 存 取 命 令 把 读 写 指 针 移 到 指 定 处 读 写 。	0.0
什 么 是 文 件 控 制 块 ？	文 件 控 制 块 的 定 义 如 下 ： 文 件 存 在 的 标 志 ， 记 录 了 系 统 管 理 文 件 所 需 要 的 全 部 信 息 。	定 义 如 下 ： 文 件 存 在 的 标 志 ， 记 录 了 系 统 管 理 文 件 所 需 要 的 全 部 信 息 。	10.0
什 么 是 文 件 控 制 块 ？	文 件 控 制 块 的 定 义 如 下 ： 文 件 存 在 的 标 志 ， 记 录 了 系 统 管 理 文 件 所 需 要 的 全 部 信 息 。	文 件 存 在 的 标 志 ， 记 录 了 系 统 管 理 文 件 所 需 要 的 各 类 软 件 资 源 和 数 据 结 构 。	5.0
什 么 是 目 录 文 件 ？	目 录 文 件 的 定 义 如 下 ： 长 度 固 定 的 记 录 式 文 件 ， 为 了 实 现 文 件 目 录 的 管 理 ， 通 常 将 文 件 目 录 以 文 件 的 形 式 保 存 在 外 存 空 间 。	定 义 如 下 ： 长 度 固 定 的 记 录 式 文 件 ， 为 了 实 现 文 件 目 录 的 管 理 ， 通 常 将 文 件 目 录 以 文 件 的 形 式 保 存 在 外 存 空 间 。	10.0
什 么 是 目 录 文 件 ？	目 录 文 件 的 定 义 如 下 ： 长 度 固 定 的 记 录 式 文 件 ， 为 了 实 现 文 件 目 录 的 管 理 ， 通 常 将 文 件 目 录 以 文 件 的 形 式 保 存 在 外 存 空 间 。	大 小 不 一 的 记 录 式 文 件 ， 为 了 实 现 文 件 的 管 理 ， 通 常 将 文 件 以 文 件 目 录 的 形 式 保 存 在 内 存 空 间 。	0.0
什 么 是 存 储 设 备 ？	存 储 设 备 的 定 义 如 下 ： 计 算 机 用 来 保 存 信 息 的 设 备 。	定 义 如 下 ： 计 算 机 用 来 保 存 信 息 的 设 备 。	10.0
什 么 是 存 储 设 备 ？	存 储 设 备 的 定 义 如 下 ： 计 算 机 用 来 保 存 信 息 的 设 备 。	计 算 机 用 来 保 存 文 件 的 设 备 。	0.0
什 么 是 输 入 输 出 设 备 ？	输 入 输 出 设 备 的 定 义 如 下 ： 用 来 接 受 计 算 机 外 部 的 信 息 或 将 计 算 机 内 部 的 信 息 送 向 计 算 机 外 部 。	定 义 如 下 ： 用 来 接 受 计 算 机 外 部 的 信 息 或 将 计 算 机 内 部 的 信 息 送 向 计 算 机 外 部 。	10.0
什 么 是 输 入 输 出 设 备 ？	输 入 输 出 设 备 的 定 义 如 下 ： 用 来 接 受 计 算 机 外 部 的 信 息 或 将 计 算 机 内 部 的 信 息 送 向 计 算 机 外 部 。	计 算 机 用 来 进 行 内 外 部 信 息 传 送 的 设 备 。	10.0
什 么 是 块 设 备 ？	块 设 备 的 定 义 如 下 ： 指 以 数 据 块 为 单 位 组 织 和 传 送 数 据 的 设 备 。	定 义 如 下 ： 指 以 数 据 块 为 单 位 组 织 和 传 送 数 据 的 设 备 。	10.0
什 么 是 块 设 备 ？	块 设 备 的 定 义 如 下 ： 指 以 数 据 块 为 单 位 组 织 和 传 送 数 据 的 设 备 。	指 以 文 件 块 为 单 位 组 织 和 传 送 信 息 的 设 备 。	0.0
什 么 是 字 符 设 备 ？	字 符 设 备 的 定 义 如 下 ： 指 以 单 个 字 符 为 单 位 存 取 信 息 的 设 备 。	定 义 如 下 ： 指 以 单 个 字 符 为 单 位 存 取 信 息 的 设 备 。	10.0
什 么 是 字 符 设 备 ？	字 符 设 备 的 定 义 如 下 ： 指 以 单 个 字 符 为 单 位 存 取 信 息 的 设 备 。	指 以 固 定 长 度 字 符 为 单 位 存 取 数 据 的 设 备 。	0.0
什 么 是 独 占 设 备 ？	独 占 设 备 的 定 义 如 下 ： 在 一 段 时 间 内 最 多 只 能 有 一 个 进 程 占 有 并 使 用 它 。	定 义 如 下 ： 在 一 段 时 间 内 最 多 只 能 有 一 个 进 程 占 有 并 使 用 它 。	10.0
什 么 是 独 占 设 备 ？	独 占 设 备 的 定 义 如 下 ： 在 一 段 时 间 内 最 多 只 能 有 一 个 进 程 占 有 并 使 用 它 。	单 位 时 间 内 有 且 只 有 一 个 进 程 占 有 并 使 用 它 。	10.0
